emotion,image_path,label,model_name,response_time,prediction_continuos,predicted_emotion
anger,all_test\anger\test_test_1404_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 97.41%
disgust: 0.00%
fear: 1.16%
happy: 1.36%
sad: 0.06%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1413_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 1.46%
happy: 0.00%
sad: 8.96%
surprise: 0.00%
neutral: 89.58%

Dominant emotion: neutral",neutral
anger,all_test\anger\test_test_1420_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 99.98%
disgust: 0.00%
fear: 0.02%
happy: 0.00%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1427_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 35.02%
disgust: 0.00%
fear: 6.16%
happy: 1.05%
sad: 3.33%
surprise: 27.11%
neutral: 27.33%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1437_aligned.jpg,anger,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 100.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: sad",sad
anger,all_test\anger\test_test_1445_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 100.00%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1462_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 3.63%
disgust: 0.00%
fear: 74.15%
happy: 0.88%
sad: 5.74%
surprise: 0.56%
neutral: 15.04%

Dominant emotion: fear",fear
anger,all_test\anger\test_test_1471_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 98.61%
disgust: 0.00%
fear: 0.00%
happy: 1.39%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1487_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 99.21%
disgust: 0.00%
fear: 0.00%
happy: 0.03%
sad: 0.14%
surprise: 0.05%
neutral: 0.56%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1496_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 100.00%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1513_aligned.jpg,anger,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 0.18%
disgust: 0.00%
fear: 98.23%
happy: 0.93%
sad: 0.65%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: fear",fear
anger,all_test\anger\test_test_1534_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 18.07%
disgust: 23.93%
fear: 24.29%
happy: 0.06%
sad: 29.97%
surprise: 0.03%
neutral: 3.65%

Dominant emotion: sad",sad
anger,all_test\anger\test_test_1539_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 42.21%
disgust: 0.62%
fear: 9.86%
happy: 1.82%
sad: 45.18%
surprise: 0.05%
neutral: 0.26%

Dominant emotion: sad",sad
anger,all_test\anger\test_test_1553_aligned.jpg,anger,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 69.62%
disgust: 0.00%
fear: 0.05%
happy: 0.47%
sad: 0.55%
surprise: 0.00%
neutral: 29.31%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1568_aligned.jpg,anger,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 99.62%
disgust: 0.00%
fear: 0.02%
happy: 0.00%
sad: 0.35%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1572_aligned.jpg,anger,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 88.01%
disgust: 0.00%
fear: 0.32%
happy: 0.00%
sad: 11.54%
surprise: 0.00%
neutral: 0.14%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1585_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 98.24%
disgust: 0.00%
fear: 1.57%
happy: 0.18%
sad: 0.00%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1601_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 81.88%
disgust: 0.00%
fear: 0.92%
happy: 0.00%
sad: 17.19%
surprise: 0.00%
neutral: 0.01%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1602_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 1.05%
disgust: 0.00%
fear: 0.06%
happy: 4.54%
sad: 7.84%
surprise: 0.05%
neutral: 86.46%

Dominant emotion: neutral",neutral
anger,all_test\anger\test_test_1620_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 97.24%
disgust: 0.00%
fear: 2.24%
happy: 0.50%
sad: 0.03%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1623_aligned.jpg,anger,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 1.12%
disgust: 0.00%
fear: 3.33%
happy: 95.44%
sad: 0.01%
surprise: 0.09%
neutral: 0.00%

Dominant emotion: happy",happy
anger,all_test\anger\test_test_1625_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 14.22%
disgust: 0.02%
fear: 0.71%
happy: 5.47%
sad: 20.71%
surprise: 8.99%
neutral: 49.88%

Dominant emotion: neutral",neutral
anger,all_test\anger\test_test_1626_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 70.95%
disgust: 0.03%
fear: 6.89%
happy: 0.00%
sad: 21.79%
surprise: 0.00%
neutral: 0.34%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1643_aligned.jpg,anger,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 2.73%
disgust: 0.00%
fear: 0.00%
happy: 97.26%
sad: 0.00%
surprise: 0.00%
neutral: 0.01%

Dominant emotion: happy",happy
anger,all_test\anger\test_test_1649_aligned.jpg,anger,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 0.19%
disgust: 0.00%
fear: 4.87%
happy: 6.75%
sad: 58.66%
surprise: 0.18%
neutral: 29.35%

Dominant emotion: sad",sad
anger,all_test\anger\test_test_1650_aligned.jpg,anger,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 75.65%
disgust: 0.09%
fear: 3.05%
happy: 2.90%
sad: 9.27%
surprise: 0.49%
neutral: 8.54%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1669_aligned.jpg,anger,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 40.30%
disgust: 0.37%
fear: 28.19%
happy: 0.01%
sad: 12.63%
surprise: 0.00%
neutral: 18.49%

Dominant emotion: angry",angry
anger,all_test\anger\test_test_1681_aligned.jpg,anger,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 99.53%
sad: 0.32%
surprise: 0.00%
neutral: 0.16%

Dominant emotion: happy",happy
